SN,Commodity,Date,Unit,Minimum,Maximum,Average
56212,Tomato Small(Local),2015-12-04,Kg,45.0,50.0,47.5
56281,Tomato Big(Nepali),2015-12-05,Kg,45.0,55.0,50.0
56282,Tomato Small(Local),2015-12-05,Kg,42.0,52.0,47.0
56352,Tomato Big(Nepali),2015-12-06,Kg,50.0,55.0,52.5
56353,Tomato Small(Local),2015-12-06,Kg,40.0,50.0,45.0
56422,Tomato Big(Nepali),2015-12-07,Kg,50.0,60.0,55.0
56423,Tomato Small(Local),2015-12-07,Kg,45.0,55.0,50.0
56492,Tomato Big(Nepali),2015-12-08,Kg,50.0,60.0,55.0
56493,Tomato Small(Local),2015-12-08,Kg,40.0,50.0,45.0
56562,Tomato Big(Nepali),2015-12-09,Kg,50.0,60.0,55.0
56563,Tomato Small(Local),2015-12-09,Kg,50.0,55.0,52.5
56634,Tomato Big(Nepali),2015-12-10,Kg,45.0,50.0,47.5
56635,Tomato Small(Local),2015-12-10,Kg,45.0,50.0,47.5
56706,Tomato Big(Nepali),2015-12-11,Kg,45.0,50.0,47.5
56707,Tomato Small(Local),2015-12-11,Kg,45.0,50.0,47.5
56778,Tomato Big(Nepali),2015-12-12,Kg,50.0,60.0,55.0
56779,Tomato Small(Local),2015-12-12,Kg,45.0,58.0,51.5
56850,Tomato Big(Nepali),2015-12-13,Kg,50.0,60.0,55.0
56851,Tomato Small(Local),2015-12-13,Kg,45.0,50.0,47.5
56921,Tomato Big(Nepali),2015-12-14,Kg,50.0,60.0,55.0
56922,Tomato Small(Local),2015-12-14,Kg,45.0,50.0,47.5
56991,Tomato Big(Nepali),2015-12-15,Kg,50.0,60.0,55.0
56992,Tomato Small(Local),2015-12-15,Kg,45.0,55.0,50.0
57063,Tomato Big(Nepali),2015-12-16,Kg,45.0,50.0,47.5
57064,Tomato Small(Local),2015-12-16,Kg,45.0,50.0,47.5
57135,Tomato Big(Nepali),2015-12-17,Kg,40.0,50.0,45.0
57136,Tomato Small(Local),2015-12-17,Kg,40.0,50.0,45.0
57205,Tomato Big(Nepali),2015-12-18,Kg,40.0,50.0,45.0
57206,Tomato Small(Local),2015-12-18,Kg,40.0,50.0,45.0
57277,Tomato Big(Nepali),2015-12-19,Kg,40.0,50.0,45.0
57278,Tomato Small(Local),2015-12-19,Kg,35.0,45.0,40.0
57350,Tomato Big(Nepali),2015-12-20,Kg,45.0,50.0,47.5
57351,Tomato Small(Local),2015-12-20,Kg,40.0,50.0,45.0
57423,Tomato Big(Nepali),2015-12-21,Kg,40.0,50.0,45.0
57424,Tomato Small(Local),2015-12-21,Kg,40.0,50.0,45.0
57496,Tomato Big(Nepali),2015-12-22,Kg,40.0,50.0,45.0
57497,Tomato Small(Local),2015-12-22,Kg,40.0,50.0,45.0
57569,Tomato Big(Nepali),2015-12-23,Kg,40.0,50.0,45.0
57570,Tomato Small(Local),2015-12-23,Kg,40.0,50.0,45.0
57641,Tomato Big(Nepali),2015-12-24,Kg,40.0,50.0,45.0
57642,Tomato Small(Local),2015-12-24,Kg,40.0,50.0,45.0
57714,Tomato Big(Nepali),2015-12-25,Kg,40.0,50.0,45.0
57715,Tomato Small(Local),2015-12-25,Kg,45.0,52.0,48.5
57787,Tomato Big(Nepali),2015-12-26,Kg,50.0,60.0,55.0
57788,Tomato Small(Local),2015-12-26,Kg,50.0,60.0,55.0
57859,Tomato Big(Nepali),2015-12-27,Kg,50.0,60.0,55.0
57860,Tomato Small(Local),2015-12-27,Kg,40.0,50.0,45.0
57931,Tomato Big(Nepali),2015-12-28,Kg,50.0,60.0,55.0
57932,Tomato Small(Local),2015-12-28,Kg,40.0,50.0,45.0
58005,Tomato Big(Nepali),2015-12-29,Kg,50.0,60.0,55.0
58006,Tomato Small(Local),2015-12-29,Kg,40.0,50.0,45.0
58079,Tomato Big(Nepali),2015-12-30,Kg,50.0,55.0,52.5
58080,Tomato Small(Local),2015-12-30,Kg,40.0,45.0,42.5
58153,Tomato Big(Nepali),2015-12-31,Kg,50.0,60.0,55.0
58154,Tomato Small(Local),2015-12-31,Kg,40.0,50.0,45.0
58227,Tomato Big(Nepali),2016-01-01,Kg,50.0,60.0,55.0
58228,Tomato Small(Local),2016-01-01,Kg,40.0,50.0,45.0
58300,Tomato Big(Nepali),2016-01-02,Kg,50.0,60.0,55.0
58301,Tomato Small(Local),2016-01-02,Kg,35.0,44.0,39.5
58373,Tomato Big(Nepali),2016-01-03,Kg,40.0,50.0,45.0
58374,Tomato Small(Local),2016-01-03,Kg,30.0,40.0,35.0
58446,Tomato Big(Nepali),2016-01-04,Kg,40.0,50.0,45.0
58447,Tomato Small(Local),2016-01-04,Kg,30.0,40.0,35.0
58520,Tomato Big(Nepali),2016-01-05,Kg,40.0,50.0,45.0
58521,Tomato Small(Local),2016-01-05,Kg,25.0,30.0,27.5
58594,Tomato Big(Nepali),2016-01-06,Kg,40.0,50.0,45.0
58595,Tomato Small(Local),2016-01-06,Kg,20.0,30.0,25.0
58669,Tomato Big(Nepali),2016-01-07,Kg,40.0,50.0,45.0
58670,Tomato Small(Local),2016-01-07,Kg,15.0,20.0,17.5
58744,Tomato Big(Nepali),2016-01-08,Kg,40.0,45.0,42.5
58745,Tomato Small(Local),2016-01-08,Kg,15.0,20.0,17.5
58819,Tomato Big(Nepali),2016-01-09,Kg,38.0,45.0,41.5
58820,Tomato Small(Local),2016-01-09,Kg,15.0,20.0,17.5
58893,Tomato Big(Nepali),2016-01-10,Kg,40.0,45.0,42.5
58894,Tomato Small(Local),2016-01-10,Kg,15.0,20.0,17.5
58968,Tomato Big(Nepali),2016-01-11,Kg,40.0,45.0,42.5
58969,Tomato Small(Local),2016-01-11,Kg,15.0,20.0,17.5
59043,Tomato Big(Nepali),2016-01-12,Kg,40.0,45.0,42.5
59044,Tomato Small(Local),2016-01-12,Kg,15.0,20.0,17.5
59118,Tomato Big(Nepali),2016-01-13,Kg,40.0,50.0,45.0
59119,Tomato Small(Local),2016-01-13,Kg,15.0,20.0,17.5
59193,Tomato Big(Nepali),2016-01-14,Kg,40.0,45.0,42.5
59194,Tomato Small(Local),2016-01-14,Kg,15.0,20.0,17.5
59268,Tomato Big(Nepali),2016-01-15,Kg,40.0,45.0,42.5
59269,Tomato Small(Local),2016-01-15,Kg,15.0,20.0,17.5
59343,Tomato Big(Nepali),2016-01-16,Kg,40.0,50.0,45.0
59344,Tomato Small(Local),2016-01-16,Kg,15.0,24.0,19.5
59418,Tomato Big(Nepali),2016-01-17,Kg,40.0,45.0,42.5
59419,Tomato Small(Local),2016-01-17,Kg,15.0,20.0,17.5
59493,Tomato Big(Nepali),2016-01-18,Kg,40.0,45.0,42.5
59494,Tomato Small(Local),2016-01-18,Kg,15.0,20.0,17.5
59568,Tomato Big(Nepali),2016-01-19,Kg,40.0,50.0,45.0
59569,Tomato Small(Local),2016-01-19,Kg,15.0,20.0,17.5
59643,Tomato Big(Nepali),2016-01-20,Kg,40.0,50.0,45.0
59644,Tomato Small(Local),2016-01-20,Kg,15.0,20.0,17.5
59718,Tomato Big(Nepali),2016-01-21,Kg,40.0,50.0,45.0
59719,Tomato Small(Local),2016-01-21,Kg,15.0,20.0,17.5
59793,Tomato Big(Nepali),2016-01-22,Kg,40.0,50.0,45.0
59794,Tomato Small(Local),2016-01-22,Kg,15.0,20.0,17.5
59868,Tomato Big(Nepali),2016-01-23,Kg,40.0,50.0,45.0
59869,Tomato Small(Local),2016-01-23,Kg,25.0,30.0,27.5
59942,Tomato Big(Nepali),2016-01-24,Kg,40.0,50.0,45.0
59943,Tomato Small(Local),2016-01-24,Kg,20.0,30.0,25.0
60017,Tomato Big(Nepali),2016-01-25,Kg,40.0,50.0,45.0
60018,Tomato Small(Local),2016-01-25,Kg,20.0,30.0,25.0
60091,Tomato Big(Nepali),2016-01-26,Kg,40.0,50.0,45.0
60092,Tomato Small(Local),2016-01-26,Kg,18.0,25.0,21.5
60166,Tomato Big(Nepali),2016-01-27,Kg,40.0,45.0,42.5
60167,Tomato Small(Local),2016-01-27,Kg,15.0,20.0,17.5
60242,Tomato Big(Nepali),2016-01-28,Kg,40.0,45.0,42.5
60243,Tomato Small(Local),2016-01-28,Kg,15.0,20.0,17.5
60316,Tomato Big(Nepali),2016-01-29,Kg,40.0,50.0,45.0
60317,Tomato Small(Local),2016-01-29,Kg,20.0,25.0,22.5
60391,Tomato Big(Nepali),2016-01-30,Kg,45.0,50.0,47.5
60392,Tomato Small(Local),2016-01-30,Kg,20.0,25.0,22.5
60465,Tomato Big(Nepali),2016-01-31,Kg,35.0,40.0,37.5
60466,Tomato Small(Local),2016-01-31,Kg,15.0,20.0,17.5
60541,Tomato Big(Nepali),2016-02-01,Kg,35.0,40.0,37.5
60542,Tomato Small(Local),2016-02-01,Kg,20.0,30.0,25.0
60616,Tomato Big(Nepali),2016-02-02,Kg,35.0,40.0,37.5
60617,Tomato Small(Local),2016-02-02,Kg,20.0,30.0,25.0
60691,Tomato Big(Nepali),2016-02-03,Kg,35.0,40.0,37.5
60692,Tomato Small(Local),2016-02-03,Kg,20.0,30.0,25.0
60767,Tomato Big(Nepali),2016-02-04,Kg,40.0,50.0,45.0
60768,Tomato Small(Local),2016-02-04,Kg,30.0,35.0,32.5
60843,Tomato Big(Nepali),2016-02-05,Kg,40.0,50.0,45.0
60844,Tomato Small(Local),2016-02-05,Kg,25.0,30.0,27.5
60915,Tomato Big(Nepali),2016-02-06,Kg,40.0,48.0,44.0
60916,Tomato Small(Local),2016-02-06,Kg,25.0,30.0,27.5
60988,Tomato Big(Nepali),2016-02-07,Kg,40.0,45.0,42.5
60989,Tomato Small(Local),2016-02-07,Kg,20.0,30.0,25.0
61062,Tomato Big(Nepali),2016-02-08,Kg,40.0,45.0,42.5
61063,Tomato Small(Local),2016-02-08,Kg,25.0,30.0,27.5
61136,Tomato Big(Nepali),2016-02-09,Kg,40.0,45.0,42.5
61137,Tomato Small(Local),2016-02-09,Kg,20.0,25.0,22.5
61210,Tomato Big(Nepali),2016-02-10,Kg,40.0,45.0,42.5
61211,Tomato Small(Local),2016-02-10,Kg,20.0,30.0,25.0
61284,Tomato Big(Nepali),2016-02-11,Kg,35.0,40.0,37.5
61285,Tomato Small(Local),2016-02-11,Kg,25.0,30.0,27.5
61359,Tomato Big(Nepali),2016-02-12,Kg,35.0,40.0,37.5
61360,Tomato Small(Local),2016-02-12,Kg,25.0,30.0,27.5
61434,Tomato Big(Nepali),2016-02-13,Kg,35.0,40.0,37.5
61435,Tomato Small(Local),2016-02-13,Kg,20.0,25.0,22.5
61506,Tomato Big(Nepali),2016-02-14,Kg,35.0,40.0,37.5
61507,Tomato Small(Local),2016-02-14,Kg,25.0,30.0,27.5
61581,Tomato Big(Nepali),2016-02-15,Kg,30.0,40.0,35.0
61582,Tomato Small(Local),2016-02-15,Kg,25.0,30.0,27.5
61656,Tomato Big(Nepali),2016-02-16,Kg,35.0,40.0,37.5
61657,Tomato Small(Local),2016-02-16,Kg,25.0,30.0,27.5
61731,Tomato Big(Nepali),2016-02-17,Kg,35.0,40.0,37.5
61732,Tomato Small(Local),2016-02-17,Kg,25.0,30.0,27.5
61806,Tomato Big(Nepali),2016-02-18,Kg,35.0,40.0,37.5
61807,Tomato Small(Local),2016-02-18,Kg,25.0,30.0,27.5
61880,Tomato Big(Nepali),2016-02-19,Kg,35.0,40.0,37.5
61881,Tomato Small(Local),2016-02-19,Kg,25.0,30.0,27.5
61954,Tomato Big(Nepali),2016-02-20,Kg,38.0,40.0,39.0
61955,Tomato Small(Local),2016-02-20,Kg,30.0,35.0,32.5
62026,Tomato Big(Nepali),2016-02-21,Kg,35.0,40.0,37.5
62027,Tomato Small(Local),2016-02-21,Kg,20.0,30.0,25.0
62100,Tomato Big(Nepali),2016-02-22,Kg,35.0,40.0,37.5
62101,Tomato Small(Local),2016-02-22,Kg,20.0,25.0,22.5
62174,Tomato Big(Nepali),2016-02-23,Kg,35.0,40.0,37.5
62175,Tomato Small(Local),2016-02-23,Kg,20.0,30.0,25.0
62248,Tomato Big(Nepali),2016-02-24,Kg,35.0,40.0,37.5
62249,Tomato Small(Local),2016-02-24,Kg,25.0,30.0,27.5
62321,Tomato Big(Nepali),2016-02-25,Kg,35.0,40.0,37.5
62322,Tomato Small(Local),2016-02-25,Kg,20.0,30.0,25.0
62395,Tomato Big(Nepali),2016-02-26,Kg,35.0,40.0,37.5
62396,Tomato Small(Local),2016-02-26,Kg,20.0,25.0,22.5
62469,Tomato Big(Nepali),2016-02-27,Kg,35.0,40.0,37.5
62470,Tomato Small(Local),2016-02-27,Kg,20.0,24.0,22.0
62543,Tomato Big(Nepali),2016-02-28,Kg,35.0,40.0,37.5
62544,Tomato Small(Local),2016-02-28,Kg,20.0,25.0,22.5
62617,Tomato Big(Nepali),2016-02-29,Kg,35.0,40.0,37.5
62618,Tomato Small(Local),2016-02-29,Kg,20.0,30.0,25.0
62691,Tomato Big(Nepali),2016-03-01,Kg,40.0,50.0,45.0
62692,Tomato Small(Local),2016-03-01,Kg,20.0,25.0,22.5
62765,Tomato Big(Nepali),2016-03-02,Kg,40.0,50.0,45.0
62766,Tomato Small(Local),2016-03-02,Kg,25.0,30.0,27.5
62839,Tomato Big(Nepali),2016-03-04,Kg,35.0,40.0,37.5
62840,Tomato Small(Local),2016-03-04,Kg,25.0,30.0,27.5
62914,Tomato Big(Nepali),2016-03-05,Kg,38.0,40.0,39.0
62915,Tomato Small(Local),2016-03-05,Kg,30.0,35.0,32.5
62987,Tomato Big(Nepali),2016-03-06,Kg,35.0,40.0,37.5
62988,Tomato Small(Local),2016-03-06,Kg,30.0,40.0,35.0
63062,Tomato Big(Nepali),2016-03-07,Kg,30.0,35.0,32.5
63063,Tomato Small(Local),2016-03-07,Kg,25.0,32.0,28.5
63139,Tomato Big(Nepali),2016-03-08,Kg,28.0,30.0,29.0
63140,Tomato Small(Local),2016-03-08,Kg,25.0,28.0,26.5
63215,Tomato Big(Nepali),2016-03-09,Kg,35.0,40.0,37.5
63216,Tomato Small(Local),2016-03-09,Kg,20.0,25.0,22.5
63289,Tomato Big(Nepali),2016-03-10,Kg,30.0,35.0,32.5
63290,Tomato Small(Local),2016-03-10,Kg,25.0,30.0,27.5
63365,Tomato Big(Nepali),2016-03-11,Kg,35.0,40.0,37.5
63366,Tomato Small(Local),2016-03-11,Kg,25.0,30.0,27.5
63441,Tomato Big(Nepali),2016-03-12,Kg,38.0,45.0,41.5
63442,Tomato Small(Local),2016-03-12,Kg,28.0,35.0,31.5
63516,Tomato Big(Nepali),2016-03-13,Kg,38.0,45.0,41.5
63517,Tomato Small(Local),2016-03-13,Kg,25.0,30.0,27.5
63592,Tomato Big(Nepali),2016-03-15,Kg,30.0,40.0,35.0
63593,Tomato Small(Local),2016-03-15,Kg,35.0,40.0,37.5
63670,Tomato Big(Nepali),2016-03-16,Kg,35.0,40.0,37.5
63671,Tomato Small(Local),2016-03-16,Kg,35.0,40.0,37.5
63749,Tomato Big(Nepali),2016-03-17,Kg,35.0,40.0,37.5
63750,Tomato Small(Local),2016-03-17,Kg,30.0,40.0,35.0
63825,Tomato Big(Nepali),2016-03-18,Kg,35.0,40.0,37.5
63826,Tomato Small(Local),2016-03-18,Kg,35.0,40.0,37.5
63902,Tomato Big(Nepali),2016-03-19,Kg,35.0,40.0,37.5
63903,Tomato Small(Local),2016-03-19,Kg,38.0,40.0,39.0
63977,Tomato Big(Nepali),2016-03-20,Kg,35.0,40.0,37.5
63978,Tomato Small(Local),2016-03-20,Kg,40.0,45.0,42.5
64053,Tomato Big(Nepali),2016-03-21,Kg,30.0,40.0,35.0
64054,Tomato Small(Local),2016-03-21,Kg,40.0,50.0,45.0
64126,Tomato Big(Nepali),2016-03-22,Kg,32.0,40.0,36.0
64127,Tomato Small(Local),2016-03-22,Kg,40.0,50.0,45.0
64200,Tomato Big(Nepali),2016-03-23,Kg,30.0,40.0,35.0
64201,Tomato Small(Local),2016-03-23,Kg,40.0,45.0,42.5
64274,Tomato Big(Nepali),2016-03-24,Kg,30.0,40.0,35.0
64275,Tomato Small(Local),2016-03-24,Kg,40.0,50.0,45.0
64348,Tomato Big(Nepali),2016-03-25,Kg,30.0,40.0,35.0
64349,Tomato Small(Local),2016-03-25,Kg,40.0,50.0,45.0
64421,Tomato Big(Nepali),2016-03-26,Kg,30.0,40.0,35.0
64422,Tomato Small(Local),2016-03-26,Kg,37.0,42.0,39.5
64493,Tomato Big(Nepali),2016-03-27,Kg,30.0,40.0,35.0
64494,Tomato Small(Local),2016-03-27,Kg,40.0,45.0,42.5
64566,Tomato Big(Nepali),2016-03-28,Kg,30.0,40.0,35.0
64567,Tomato Small(Local),2016-03-28,Kg,40.0,45.0,42.5
64638,Tomato Big(Nepali),2016-03-29,Kg,30.0,40.0,35.0
64639,Tomato Small(Local),2016-03-29,Kg,30.0,40.0,35.0
64709,Tomato Big(Nepali),2016-03-30,Kg,30.0,35.0,32.5
64710,Tomato Small(Local),2016-03-30,Kg,30.0,35.0,32.5
64782,Tomato Big(Nepali),2016-03-31,Kg,30.0,35.0,32.5
64783,Tomato Small(Local),2016-03-31,Kg,30.0,35.0,32.5
64854,Tomato Big(Nepali),2016-04-01,Kg,25.0,30.0,27.5
64855,Tomato Small(Local),2016-04-01,Kg,25.0,30.0,27.5
64926,Tomato Big(Nepali),2016-04-02,Kg,28.0,30.0,29.0
64927,Tomato Small(Local),2016-04-02,Kg,35.0,40.0,37.5
64996,Tomato Big(Nepali),2016-04-03,Kg,25.0,30.0,27.5
64997,Tomato Small(Local),2016-04-03,Kg,30.0,35.0,32.5
65069,Tomato Big(Nepali),2016-04-04,Kg,30.0,40.0,35.0
65070,Tomato Small(Local),2016-04-04,Kg,25.0,30.0,27.5
65143,Tomato Big(Nepali),2016-04-05,Kg,30.0,40.0,35.0
65144,Tomato Small(Local),2016-04-05,Kg,25.0,30.0,27.5
65217,Tomato Big(Nepali),2016-04-06,Kg,30.0,35.0,32.5
65218,Tomato Small(Local),2016-04-06,Kg,25.0,30.0,27.5
65291,Tomato Big(Nepali),2016-04-07,Kg,28.0,30.0,29.0
65292,Tomato Small(Local),2016-04-07,Kg,25.0,30.0,27.5
65365,Tomato Big(Nepali),2016-04-08,Kg,28.0,30.0,29.0
65366,Tomato Small(Local),2016-04-08,Kg,35.0,40.0,37.5
65437,Tomato Big(Nepali),2016-04-09,Kg,28.0,30.0,29.0
65438,Tomato Small(Local),2016-04-09,Kg,28.0,35.0,31.5
65508,Tomato Big(Nepali),2016-04-10,Kg,25.0,30.0,27.5
65509,Tomato Small(Local),2016-04-10,Kg,25.0,30.0,27.5
65579,Tomato Big(Nepali),2016-04-11,Kg,30.0,40.0,35.0
65580,Tomato Small(Local),2016-04-11,Kg,25.0,30.0,27.5
65652,Tomato Big(Nepali),2016-04-12,Kg,30.0,40.0,35.0
65653,Tomato Small(Local),2016-04-12,Kg,22.0,30.0,26.0
65725,Tomato Big(Nepali),2016-04-13,Kg,30.0,32.0,31.0
65726,Tomato Small(Local),2016-04-13,Kg,25.0,30.0,27.5
65798,Tomato Big(Nepali),2016-04-14,Kg,30.0,40.0,35.0
65799,Tomato Small(Local),2016-04-14,Kg,25.0,30.0,27.5
65870,Tomato Big(Nepali),2016-04-15,Kg,30.0,35.0,32.5
65871,Tomato Small(Local),2016-04-15,Kg,25.0,30.0,27.5
65942,Tomato Big(Nepali),2016-04-16,Kg,30.0,35.0,32.5
65943,Tomato Small(Local),2016-04-16,Kg,20.0,25.0,22.5
66014,Tomato Big(Nepali),2016-04-17,Kg,30.0,35.0,32.5
66015,Tomato Small(Local),2016-04-17,Kg,20.0,25.0,22.5
66086,Tomato Big(Nepali),2016-04-18,Kg,30.0,35.0,32.5
66087,Tomato Small(Local),2016-04-18,Kg,15.0,20.0,17.5
66159,Tomato Big(Nepali),2016-04-19,Kg,25.0,30.0,27.5
66160,Tomato Small(Local),2016-04-19,Kg,15.0,20.0,17.5
66232,Tomato Big(Nepali),2016-04-20,Kg,25.0,30.0,27.5
66233,Tomato Small(Local),2016-04-20,Kg,15.0,20.0,17.5
66305,Tomato Big(Nepali),2016-04-21,Kg,25.0,30.0,27.5
66306,Tomato Small(Local),2016-04-21,Kg,15.0,20.0,17.5
66379,Tomato Big(Nepali),2016-04-22,Kg,25.0,30.0,27.5
66380,Tomato Small(Local),2016-04-22,Kg,20.0,25.0,22.5
66453,Tomato Big(Nepali),2016-04-23,Kg,28.0,30.0,29.0
66454,Tomato Small(Local),2016-04-23,Kg,25.0,30.0,27.5
66526,Tomato Big(Nepali),2016-04-24,Kg,30.0,40.0,35.0
66527,Tomato Small(Local),2016-04-24,Kg,30.0,35.0,32.5
66600,Tomato Big(Nepali),2016-04-25,Kg,30.0,40.0,35.0
66601,Tomato Small(Local),2016-04-25,Kg,30.0,40.0,35.0
66673,Tomato Big(Nepali),2016-04-26,Kg,30.0,40.0,35.0
66674,Tomato Small(Local),2016-04-26,Kg,30.0,40.0,35.0
66746,Tomato Big(Nepali),2016-04-27,Kg,35.0,45.0,40.0
66747,Tomato Small(Local),2016-04-27,Kg,35.0,45.0,40.0
66820,Tomato Big(Nepali),2016-04-28,Kg,40.0,45.0,42.5
66821,Tomato Small(Local),2016-04-28,Kg,38.0,45.0,41.5
66890,Tomato Big(Nepali),2016-04-29,Kg,45.0,50.0,47.5
66891,Tomato Small(Local),2016-04-29,Kg,45.0,50.0,47.5
66962,Tomato Big(Nepali),2016-04-30,Kg,45.0,50.0,47.5
66963,Tomato Small(Local),2016-04-30,Kg,40.0,45.0,42.5
67032,Tomato Big(Nepali),2016-05-01,Kg,40.0,45.0,42.5
67033,Tomato Small(Local),2016-05-01,Kg,30.0,42.0,36.0
67103,Tomato Big(Nepali),2016-05-02,Kg,40.0,50.0,45.0
67104,Tomato Small(Local),2016-05-02,Kg,40.0,50.0,45.0
67175,Tomato Big(Nepali),2016-05-03,Kg,40.0,45.0,42.5
67176,Tomato Small(Local),2016-05-03,Kg,40.0,50.0,45.0
67243,Tomato Big(Nepali),2016-05-04,Kg,45.0,50.0,47.5
67244,Tomato Small(Local),2016-05-04,Kg,50.0,60.0,55.0
67311,Tomato Big(Nepali),2016-05-05,Kg,50.0,60.0,55.0
67312,Tomato Small(Local),2016-05-05,Kg,60.0,70.0,65.0
67380,Tomato Big(Nepali),2016-05-06,Kg,50.0,60.0,55.0
67381,Tomato Small(Local),2016-05-06,Kg,60.0,65.0,62.5
67447,Tomato Big(Nepali),2016-05-07,Kg,50.0,60.0,55.0
67448,Tomato Small(Local),2016-05-07,Kg,60.0,65.0,62.5
67514,Tomato Big(Nepali),2016-05-08,Kg,45.0,50.0,47.5
67515,Tomato Small(Local),2016-05-08,Kg,50.0,60.0,55.0
67582,Tomato Big(Nepali),2016-05-09,Kg,40.0,50.0,45.0
67583,Tomato Small(Local),2016-05-09,Kg,50.0,60.0,55.0
67648,Tomato Big(Nepali),2016-05-10,Kg,45.0,50.0,47.5
67649,Tomato Small(Local),2016-05-10,Kg,50.0,60.0,55.0
67714,Tomato Big(Nepali),2016-05-11,Kg,45.0,50.0,47.5
67715,Tomato Small(Local),2016-05-11,Kg,50.0,60.0,55.0
67781,Tomato Big(Nepali),2016-05-12,Kg,45.0,50.0,47.5
67782,Tomato Small(Local),2016-05-12,Kg,50.0,60.0,55.0
67848,Tomato Big(Nepali),2016-05-13,Kg,45.0,50.0,47.5
67849,Tomato Small(Local),2016-05-13,Kg,50.0,60.0,55.0
67916,Tomato Big(Nepali),2016-05-14,Kg,50.0,58.0,54.0
67917,Tomato Small(Local),2016-05-14,Kg,55.0,60.0,57.5
67983,Tomato Big(Nepali),2016-05-15,Kg,45.0,50.0,47.5
67984,Tomato Small(Local),2016-05-15,Kg,60.0,65.0,62.5
68049,Tomato Big(Nepali),2016-05-16,Kg,50.0,60.0,55.0
68050,Tomato Small(Local),2016-05-16,Kg,50.0,55.0,52.5
68115,Tomato Big(Nepali),2016-05-17,Kg,50.0,60.0,55.0
68116,Tomato Small(Local),2016-05-17,Kg,50.0,60.0,55.0
68182,Tomato Big(Nepali),2016-05-18,Kg,50.0,60.0,55.0
68183,Tomato Small(Local),2016-05-18,Kg,45.0,55.0,50.0
68249,Tomato Big(Nepali),2016-05-19,Kg,50.0,60.0,55.0
68250,Tomato Small(Local),2016-05-19,Kg,55.0,65.0,60.0
68316,Tomato Big(Nepali),2016-05-20,Kg,60.0,70.0,65.0
68317,Tomato Small(Local),2016-05-20,Kg,70.0,80.0,75.0
68383,Tomato Big(Nepali),2016-05-21,Kg,60.0,70.0,65.0
68384,Tomato Small(Local),2016-05-21,Kg,60.0,70.0,65.0
68450,Tomato Big(Nepali),2016-05-22,Kg,60.0,70.0,65.0
68451,Tomato Small(Local),2016-05-22,Kg,70.0,80.0,75.0
68518,Tomato Big(Nepali),2016-05-23,Kg,60.0,70.0,65.0
68519,Tomato Small(Local),2016-05-23,Kg,70.0,80.0,75.0
68585,Tomato Big(Nepali),2016-05-24,Kg,60.0,75.0,67.5
68586,Tomato Small(Local),2016-05-24,Kg,60.0,70.0,65.0
68652,Tomato Big(Nepali),2016-05-25,Kg,40.0,50.0,45.0
68653,Tomato Small(Local),2016-05-25,Kg,50.0,60.0,55.0
68719,Tomato Big(Nepali),2016-05-26,Kg,40.0,50.0,45.0
68720,Tomato Small(Local),2016-05-26,Kg,50.0,60.0,55.0
68788,Tomato Big(Nepali),2016-05-27,Kg,35.0,40.0,37.5
68789,Tomato Small(Local),2016-05-27,Kg,50.0,60.0,55.0
68856,Tomato Big(Nepali),2016-05-28,Kg,35.0,40.0,37.5
68857,Tomato Small(Local),2016-05-28,Kg,60.0,70.0,65.0
68924,Tomato Big(Nepali),2016-05-29,Kg,50.0,60.0,55.0
68925,Tomato Small(Local),2016-05-29,Kg,50.0,60.0,55.0
68992,Tomato Big(Nepali),2016-05-30,Kg,60.0,70.0,65.0
68993,Tomato Small(Local),2016-05-30,Kg,60.0,70.0,65.0
69060,Tomato Big(Nepali),2016-05-31,Kg,50.0,60.0,55.0
69061,Tomato Small(Local),2016-05-31,Kg,60.0,70.0,65.0
69128,Tomato Big(Nepali),2016-06-01,Kg,50.0,60.0,55.0
69129,Tomato Small(Local),2016-06-01,Kg,50.0,60.0,55.0
69196,Tomato Big(Nepali),2016-06-02,Kg,50.0,60.0,55.0
69197,Tomato Small(Local),2016-06-02,Kg,60.0,70.0,65.0
69265,Tomato Big(Nepali),2016-06-03,Kg,50.0,60.0,55.0
69266,Tomato Small(Local),2016-06-03,Kg,60.0,70.0,65.0
69334,Tomato Big(Nepali),2016-06-04,Kg,50.0,60.0,55.0
69335,Tomato Small(Local),2016-06-04,Kg,50.0,60.0,55.0
69403,Tomato Big(Nepali),2016-06-05,Kg,60.0,70.0,65.0
69404,Tomato Small(Local),2016-06-05,Kg,60.0,70.0,65.0
69473,Tomato Big(Nepali),2016-06-06,Kg,50.0,60.0,55.0
69474,Tomato Small(Local),2016-06-06,Kg,70.0,80.0,75.0
69544,Tomato Big(Nepali),2016-06-07,Kg,50.0,60.0,55.0
69545,Tomato Small(Local),2016-06-07,Kg,50.0,60.0,55.0
69615,Tomato Big(Nepali),2016-06-08,Kg,50.0,60.0,55.0
69616,Tomato Small(Local),2016-06-08,Kg,50.0,60.0,55.0
69686,Tomato Big(Nepali),2016-06-09,Kg,50.0,60.0,55.0
69687,Tomato Small(Local),2016-06-09,Kg,40.0,50.0,45.0
69757,Tomato Big(Nepali),2016-06-10,Kg,50.0,60.0,55.0
69758,Tomato Small(Local),2016-06-10,Kg,50.0,60.0,55.0
69827,Tomato Big(Nepali),2016-06-11,Kg,50.0,60.0,55.0
69828,Tomato Small(Local),2016-06-11,Kg,40.0,55.0,47.5
