SN,Commodity,Date,Unit,Minimum,Maximum,Average
69897,Tomato Big(Nepali),2016-06-12,Kg,50.0,60.0,55.0
69898,Tomato Small(Local),2016-06-12,Kg,50.0,60.0,55.0
69966,Tomato Big(Nepali),2016-06-13,Kg,50.0,60.0,55.0
69967,Tomato Small(Local),2016-06-13,Kg,50.0,60.0,55.0
70035,Tomato Big(Nepali),2016-06-14,Kg,50.0,60.0,55.0
70036,Tomato Small(Local),2016-06-14,Kg,35.0,45.0,40.0
70104,Tomato Big(Nepali),2016-06-15,Kg,50.0,60.0,55.0
70105,Tomato Small(Local),2016-06-15,Kg,35.0,40.0,37.5
70174,Tomato Big(Nepali),2016-06-16,Kg,50.0,60.0,55.0
70175,Tomato Small(Local),2016-06-16,Kg,30.0,38.0,34.0
70244,Tomato Big(Nepali),2016-06-17,Kg,40.0,50.0,45.0
70245,Tomato Small(Local),2016-06-17,Kg,40.0,50.0,45.0
70315,Tomato Big(Nepali),2016-06-18,Kg,40.0,50.0,45.0
70316,Tomato Small(Local),2016-06-18,Kg,25.0,40.0,32.5
70385,Tomato Big(Nepali),2016-06-19,Kg,50.0,60.0,55.0
70386,Tomato Small(Local),2016-06-19,Kg,40.0,50.0,45.0
70455,Tomato Big(Nepali),2016-06-20,Kg,60.0,70.0,65.0
70456,Tomato Small(Local),2016-06-20,Kg,40.0,50.0,45.0
70525,Tomato Big(Nepali),2016-06-21,Kg,70.0,80.0,75.0
70526,Tomato Small(Local),2016-06-21,Kg,45.0,50.0,47.5
70595,Tomato Small(Local),2016-06-22,Kg,50.0,60.0,55.0
70664,Tomato Small(Local),2016-06-23,Kg,50.0,60.0,55.0
70733,Tomato Big(Nepali),2016-06-24,Kg,60.0,70.0,65.0
70734,Tomato Small(Local),2016-06-24,Kg,40.0,50.0,45.0
70804,Tomato Small(Local),2016-06-25,Kg,30.0,40.0,35.0
70873,Tomato Big(Nepali),2016-06-26,Kg,60.0,70.0,65.0
70874,Tomato Small(Local),2016-06-26,Kg,50.0,60.0,55.0
70944,Tomato Small(Local),2016-06-27,Kg,50.0,55.0,52.5
71014,Tomato Big(Nepali),2016-06-28,Kg,70.0,80.0,75.0
71015,Tomato Small(Local),2016-06-28,Kg,60.0,70.0,65.0
71085,Tomato Big(Nepali),2016-06-29,Kg,70.0,80.0,75.0
71086,Tomato Small(Local),2016-06-29,Kg,60.0,70.0,65.0
71156,Tomato Big(Nepali),2016-06-30,Kg,80.0,90.0,85.0
71157,Tomato Small(Local),2016-06-30,Kg,60.0,70.0,65.0
71227,Tomato Big(Nepali),2016-07-01,Kg,80.0,90.0,85.0
71228,Tomato Small(Local),2016-07-01,Kg,60.0,70.0,65.0
71298,Tomato Big(Nepali),2016-07-02,Kg,80.0,90.0,85.0
71299,Tomato Small(Local),2016-07-02,Kg,65.0,70.0,67.5
71369,Tomato Big(Nepali),2016-07-03,Kg,80.0,90.0,85.0
71370,Tomato Small(Local),2016-07-03,Kg,60.0,70.0,65.0
71439,Tomato Big(Nepali),2016-07-04,Kg,80.0,90.0,85.0
71440,Tomato Small(Local),2016-07-04,Kg,60.0,70.0,65.0
71509,Tomato Big(Nepali),2016-07-05,Kg,80.0,90.0,85.0
71510,Tomato Small(Local),2016-07-05,Kg,60.0,70.0,65.0
71579,Tomato Big(Nepali),2016-07-06,Kg,70.0,80.0,75.0
71580,Tomato Small(Local),2016-07-06,Kg,60.0,70.0,65.0
71648,Tomato Big(Nepali),2016-07-07,Kg,70.0,80.0,75.0
71649,Tomato Small(Local),2016-07-07,Kg,60.0,70.0,65.0
71717,Tomato Big(Nepali),2016-07-08,Kg,70.0,80.0,75.0
71718,Tomato Small(Local),2016-07-08,Kg,60.0,70.0,65.0
71786,Tomato Big(Nepali),2016-07-09,Kg,70.0,80.0,75.0
71787,Tomato Small(Local),2016-07-09,Kg,60.0,70.0,65.0
71856,Tomato Big(Nepali),2016-07-10,Kg,70.0,80.0,75.0
71857,Tomato Small(Local),2016-07-10,Kg,60.0,70.0,65.0
71925,Tomato Big(Nepali),2016-07-11,Kg,80.0,90.0,85.0
71926,Tomato Small(Local),2016-07-11,Kg,70.0,80.0,75.0
71994,Tomato Big(Nepali),2016-07-12,Kg,90.0,100.0,95.0
71995,Tomato Small(Local),2016-07-12,Kg,60.0,70.0,65.0
72061,Tomato Big(Nepali),2016-07-13,Kg,70.0,80.0,75.0
72062,Tomato Small(Local),2016-07-13,Kg,60.0,70.0,65.0
72129,Tomato Big(Nepali),2016-07-14,Kg,70.0,80.0,75.0
72130,Tomato Small(Local),2016-07-14,Kg,65.0,70.0,67.5
72198,Tomato Big(Nepali),2016-07-15,Kg,70.0,80.0,75.0
72199,Tomato Small(Local),2016-07-15,Kg,55.0,60.0,57.5
72266,Tomato Big(Nepali),2016-07-16,Kg,70.0,80.0,75.0
72267,Tomato Small(Local),2016-07-16,Kg,55.0,60.0,57.5
72336,Tomato Big(Nepali),2016-07-17,Kg,60.0,65.0,62.5
72337,Tomato Small(Local),2016-07-17,Kg,60.0,65.0,62.5
72403,Tomato Big(Nepali),2016-07-18,Kg,50.0,60.0,55.0
72404,Tomato Small(Local),2016-07-18,Kg,55.0,60.0,57.5
72471,Tomato Big(Nepali),2016-07-19,Kg,50.0,60.0,55.0
72472,Tomato Small(Local),2016-07-19,Kg,50.0,60.0,55.0
72539,Tomato Big(Nepali),2016-07-20,Kg,50.0,60.0,55.0
72540,Tomato Small(Local),2016-07-20,Kg,50.0,60.0,55.0
72607,Tomato Big(Nepali),2016-07-21,Kg,50.0,60.0,55.0
72608,Tomato Small(Local),2016-07-21,Kg,50.0,55.0,52.5
72675,Tomato Big(Nepali),2016-07-22,Kg,60.0,70.0,65.0
72676,Tomato Small(Local),2016-07-22,Kg,55.0,65.0,60.0
72743,Tomato Big(Nepali),2016-07-23,Kg,60.0,70.0,65.0
72744,Tomato Small(Local),2016-07-23,Kg,58.0,65.0,61.5
72810,Tomato Big(Nepali),2016-07-24,Kg,70.0,80.0,75.0
72811,Tomato Small(Local),2016-07-24,Kg,60.0,70.0,65.0
72878,Tomato Big(Nepali),2016-07-25,Kg,70.0,75.0,72.5
72879,Tomato Small(Local),2016-07-25,Kg,60.0,70.0,65.0
72946,Tomato Big(Nepali),2016-07-26,Kg,80.0,85.0,82.5
72947,Tomato Small(Local),2016-07-26,Kg,80.0,90.0,85.0
73015,Tomato Big(Nepali),2016-07-27,Kg,75.0,80.0,77.5
73016,Tomato Small(Local),2016-07-27,Kg,75.0,85.0,80.0
73085,Tomato Big(Nepali),2016-07-28,Kg,70.0,80.0,75.0
73086,Tomato Small(Local),2016-07-28,Kg,70.0,80.0,75.0
73155,Tomato Big(Nepali),2016-07-29,Kg,70.0,80.0,75.0
73156,Tomato Small(Local),2016-07-29,Kg,85.0,90.0,87.5
73225,Tomato Big(Nepali),2016-07-30,Kg,68.0,75.0,71.5
73226,Tomato Small(Local),2016-07-30,Kg,80.0,85.0,82.5
73295,Tomato Big(Nepali),2016-07-31,Kg,65.0,70.0,67.5
73296,Tomato Small(Local),2016-07-31,Kg,80.0,90.0,85.0
73365,Tomato Big(Nepali),2016-08-01,Kg,65.0,70.0,67.5
73366,Tomato Small(Local),2016-08-01,Kg,75.0,80.0,77.5
73434,Tomato Big(Nepali),2016-08-02,Kg,60.0,70.0,65.0
73435,Tomato Small(Local),2016-08-02,Kg,70.0,80.0,75.0
73502,Tomato Big(Nepali),2016-08-03,Kg,70.0,75.0,72.5
73503,Tomato Small(Local),2016-08-03,Kg,70.0,75.0,72.5
73570,Tomato Big(Nepali),2016-08-04,Kg,65.0,70.0,67.5
73571,Tomato Small(Local),2016-08-04,Kg,65.0,70.0,67.5
73639,Tomato Big(Nepali),2016-08-05,Kg,60.0,65.0,62.5
73640,Tomato Small(Local),2016-08-05,Kg,65.0,70.0,67.5
73706,Tomato Big(Nepali),2016-08-06,Kg,50.0,60.0,55.0
73707,Tomato Small(Local),2016-08-06,Kg,80.0,90.0,85.0
73774,Tomato Big(Nepali),2016-08-07,Kg,55.0,60.0,57.5
73775,Tomato Small(Local),2016-08-07,Kg,70.0,75.0,72.5
73844,Tomato Big(Nepali),2016-08-08,Kg,55.0,60.0,57.5
73845,Tomato Small(Local),2016-08-08,Kg,65.0,70.0,67.5
73914,Tomato Big(Nepali),2016-08-09,Kg,50.0,55.0,52.5
73915,Tomato Small(Local),2016-08-09,Kg,60.0,70.0,65.0
73985,Tomato Big(Nepali),2016-08-10,Kg,50.0,55.0,52.5
73986,Tomato Small(Local),2016-08-10,Kg,50.0,60.0,55.0
74056,Tomato Big(Nepali),2016-08-11,Kg,50.0,55.0,52.5
74057,Tomato Small(Local),2016-08-11,Kg,50.0,60.0,55.0
74127,Tomato Big(Nepali),2016-08-12,Kg,50.0,55.0,52.5
74128,Tomato Small(Local),2016-08-12,Kg,50.0,60.0,55.0
74198,Tomato Big(Nepali),2016-08-13,Kg,45.0,50.0,47.5
74199,Tomato Small(Local),2016-08-13,Kg,50.0,60.0,55.0
74269,Tomato Big(Nepali),2016-08-14,Kg,45.0,50.0,47.5
74270,Tomato Small(Local),2016-08-14,Kg,50.0,55.0,52.5
74340,Tomato Big(Nepali),2016-08-15,Kg,50.0,55.0,52.5
74341,Tomato Small(Local),2016-08-15,Kg,45.0,55.0,50.0
74411,Tomato Big(Nepali),2016-08-16,Kg,45.0,50.0,47.5
74412,Tomato Small(Local),2016-08-16,Kg,45.0,55.0,50.0
74481,Tomato Big(Nepali),2016-08-17,Kg,45.0,50.0,47.5
74482,Tomato Small(Local),2016-08-17,Kg,45.0,55.0,50.0
74551,Tomato Big(Nepali),2016-08-18,Kg,55.0,60.0,57.5
74552,Tomato Small(Local),2016-08-18,Kg,50.0,60.0,55.0
74621,Tomato Big(Nepali),2016-08-19,Kg,55.0,60.0,57.5
74622,Tomato Small(Local),2016-08-19,Kg,75.0,80.0,77.5
74691,Tomato Big(Nepali),2016-08-20,Kg,48.0,55.0,51.5
74692,Tomato Small(Local),2016-08-20,Kg,55.0,60.0,57.5
74761,Tomato Big(Nepali),2016-08-21,Kg,45.0,50.0,47.5
74762,Tomato Small(Local),2016-08-21,Kg,50.0,60.0,55.0
74831,Tomato Big(Nepali),2016-08-22,Kg,45.0,50.0,47.5
74832,Tomato Small(Local),2016-08-22,Kg,40.0,50.0,45.0
74901,Tomato Big(Nepali),2016-08-23,Kg,40.0,50.0,45.0
74902,Tomato Small(Local),2016-08-23,Kg,40.0,50.0,45.0
74971,Tomato Big(Nepali),2016-08-24,Kg,40.0,45.0,42.5
74972,Tomato Small(Local),2016-08-24,Kg,45.0,50.0,47.5
75041,Tomato Big(Nepali),2016-08-25,Kg,35.0,45.0,40.0
75042,Tomato Small(Local),2016-08-25,Kg,50.0,55.0,52.5
75112,Tomato Big(Nepali),2016-08-26,Kg,35.0,40.0,37.5
75113,Tomato Small(Local),2016-08-26,Kg,40.0,50.0,45.0
75181,Tomato Big(Nepali),2016-08-27,Kg,35.0,40.0,37.5
75182,Tomato Small(Local),2016-08-27,Kg,40.0,48.0,44.0
75251,Tomato Big(Nepali),2016-08-28,Kg,35.0,40.0,37.5
75252,Tomato Small(Local),2016-08-28,Kg,50.0,60.0,55.0
75320,Tomato Big(Nepali),2016-08-29,Kg,35.0,40.0,37.5
75321,Tomato Small(Local),2016-08-29,Kg,45.0,55.0,50.0
75388,Tomato Big(Nepali),2016-08-30,Kg,35.0,40.0,37.5
75389,Tomato Small(Local),2016-08-30,Kg,45.0,55.0,50.0
75456,Tomato Big(Nepali),2016-08-31,Kg,35.0,40.0,37.5
75457,Tomato Small(Local),2016-08-31,Kg,45.0,55.0,50.0
75525,Tomato Big(Nepali),2016-09-01,Kg,40.0,45.0,42.5
75526,Tomato Small(Local),2016-09-01,Kg,45.0,55.0,50.0
75594,Tomato Big(Nepali),2016-09-02,Kg,50.0,60.0,55.0
75595,Tomato Small(Local),2016-09-02,Kg,45.0,55.0,50.0
75664,Tomato Big(Nepali),2016-09-03,Kg,40.0,50.0,45.0
75665,Tomato Small(Local),2016-09-03,Kg,45.0,52.0,48.5
75734,Tomato Big(Nepali),2016-09-04,Kg,45.0,55.0,50.0
75735,Tomato Small(Local),2016-09-04,Kg,45.0,55.0,50.0
75803,Tomato Big(Nepali),2016-09-05,Kg,35.0,40.0,37.5
75804,Tomato Small(Local),2016-09-05,Kg,45.0,55.0,50.0
75872,Tomato Big(Nepali),2016-09-06,Kg,35.0,40.0,37.5
75873,Tomato Small(Local),2016-09-06,Kg,40.0,50.0,45.0
75941,Tomato Big(Nepali),2016-09-07,Kg,30.0,35.0,32.5
75942,Tomato Small(Local),2016-09-07,Kg,40.0,50.0,45.0
76008,Tomato Big(Nepali),2016-09-08,Kg,35.0,40.0,37.5
76009,Tomato Small(Local),2016-09-08,Kg,35.0,45.0,40.0
76076,Tomato Big(Nepali),2016-09-09,Kg,35.0,40.0,37.5
76077,Tomato Small(Local),2016-09-09,Kg,35.0,45.0,40.0
76144,Tomato Big(Nepali),2016-09-10,Kg,35.0,40.0,37.5
76145,Tomato Small(Local),2016-09-10,Kg,38.0,45.0,41.5
76213,Tomato Big(Nepali),2016-09-11,Kg,45.0,50.0,47.5
76214,Tomato Small(Local),2016-09-11,Kg,35.0,45.0,40.0
76280,Tomato Big(Nepali),2016-09-12,Kg,50.0,55.0,52.5
76281,Tomato Small(Local),2016-09-12,Kg,35.0,45.0,40.0
76348,Tomato Big(Nepali),2016-09-13,Kg,50.0,55.0,52.5
76349,Tomato Small(Local),2016-09-13,Kg,45.0,55.0,50.0
76415,Tomato Big(Nepali),2016-09-14,Kg,50.0,55.0,52.5
76416,Tomato Small(Local),2016-09-14,Kg,40.0,50.0,45.0
76483,Tomato Big(Nepali),2016-09-15,Kg,50.0,55.0,52.5
76484,Tomato Small(Local),2016-09-15,Kg,40.0,45.0,42.5
76551,Tomato Big(Nepali),2016-09-16,Kg,40.0,45.0,42.5
76552,Tomato Small(Local),2016-09-16,Kg,45.0,55.0,50.0
76618,Tomato Big(Nepali),2016-09-17,Kg,38.0,42.0,40.0
76619,Tomato Small(Local),2016-09-17,Kg,45.0,50.0,47.5
76685,Tomato Big(Nepali),2016-09-18,Kg,35.0,40.0,37.5
76686,Tomato Small(Local),2016-09-18,Kg,50.0,60.0,55.0
76752,Tomato Big(Nepali),2016-09-19,Kg,35.0,40.0,37.5
76753,Tomato Small(Local),2016-09-19,Kg,40.0,50.0,45.0
76819,Tomato Big(Nepali),2016-09-20,Kg,35.0,40.0,37.5
76820,Tomato Small(Local),2016-09-20,Kg,45.0,55.0,50.0
76886,Tomato Big(Nepali),2016-09-21,Kg,35.0,40.0,37.5
76887,Tomato Small(Local),2016-09-21,Kg,48.0,55.0,51.5
76954,Tomato Big(Nepali),2016-09-22,Kg,35.0,40.0,37.5
76955,Tomato Small(Local),2016-09-22,Kg,40.0,50.0,45.0
77019,Tomato Big(Nepali),2016-09-23,Kg,35.0,40.0,37.5
77020,Tomato Small(Local),2016-09-23,Kg,40.0,45.0,42.5
77084,Tomato Big(Nepali),2016-09-24,Kg,35.0,40.0,37.5
77085,Tomato Small(Local),2016-09-24,Kg,45.0,50.0,47.5
77149,Tomato Big(Nepali),2016-09-25,Kg,45.0,50.0,47.5
77150,Tomato Small(Local),2016-09-25,Kg,45.0,55.0,50.0
77215,Tomato Big(Nepali),2016-09-26,Kg,35.0,40.0,37.5
77216,Tomato Small(Local),2016-09-26,Kg,50.0,60.0,55.0
77281,Tomato Big(Nepali),2016-09-27,Kg,35.0,40.0,37.5
77282,Tomato Small(Local),2016-09-27,Kg,45.0,55.0,50.0
77347,Tomato Big(Nepali),2016-09-28,Kg,35.0,40.0,37.5
77348,Tomato Small(Local),2016-09-28,Kg,45.0,55.0,50.0
77413,Tomato Big(Nepali),2016-09-29,Kg,45.0,50.0,47.5
77414,Tomato Small(Local),2016-09-29,Kg,45.0,55.0,50.0
77481,Tomato Big(Nepali),2016-09-30,Kg,50.0,55.0,52.5
77482,Tomato Small(Local),2016-09-30,Kg,50.0,60.0,55.0
77549,Tomato Big(Nepali),2016-10-01,Kg,45.0,50.0,47.5
77550,Tomato Small(Local),2016-10-01,Kg,50.0,60.0,55.0
77617,Tomato Big(Nepali),2016-10-02,Kg,45.0,50.0,47.5
77618,Tomato Small(Local),2016-10-02,Kg,60.0,70.0,65.0
77685,Tomato Big(Nepali),2016-10-03,Kg,45.0,50.0,47.5
77686,Tomato Small(Local),2016-10-03,Kg,65.0,70.0,67.5
77753,Tomato Big(Nepali),2016-10-04,Kg,45.0,50.0,47.5
77754,Tomato Small(Local),2016-10-04,Kg,70.0,80.0,75.0
77821,Tomato Big(Nepali),2016-10-05,Kg,45.0,50.0,47.5
77822,Tomato Small(Local),2016-10-05,Kg,60.0,70.0,65.0
77889,Tomato Big(Nepali),2016-10-06,Kg,55.0,60.0,57.5
77890,Tomato Small(Local),2016-10-06,Kg,65.0,75.0,70.0
77958,Tomato Big(Nepali),2016-10-07,Kg,55.0,60.0,57.5
77959,Tomato Small(Local),2016-10-07,Kg,60.0,70.0,65.0
78027,Tomato Big(Nepali),2016-10-08,Kg,40.0,50.0,45.0
78028,Tomato Small(Local),2016-10-08,Kg,60.0,70.0,65.0
78095,Tomato Big(Nepali),2016-10-09,Kg,45.0,50.0,47.5
78096,Tomato Small(Local),2016-10-09,Kg,70.0,75.0,72.5
78162,Tomato Big(Nepali),2016-10-10,Kg,45.0,50.0,47.5
78163,Tomato Small(Local),2016-10-10,Kg,65.0,75.0,70.0
78226,Tomato Big(Nepali),2016-10-11,Kg,50.0,55.0,52.5
78227,Tomato Small(Local),2016-10-11,Kg,80.0,90.0,85.0
78288,Tomato Big(Nepali),2016-10-12,Kg,45.0,50.0,47.5
78289,Tomato Small(Local),2016-10-12,Kg,60.0,70.0,65.0
78348,Tomato Big(Nepali),2016-10-13,Kg,45.0,50.0,47.5
78349,Tomato Small(Local),2016-10-13,Kg,55.0,65.0,60.0
78413,Tomato Big(Nepali),2016-10-14,Kg,45.0,50.0,47.5
78414,Tomato Small(Local),2016-10-14,Kg,50.0,60.0,55.0
78479,Tomato Big(Nepali),2016-10-15,Kg,45.0,50.0,47.5
78480,Tomato Small(Local),2016-10-15,Kg,50.0,54.0,52.0
78546,Tomato Big(Nepali),2016-10-16,Kg,50.0,55.0,52.5
78547,Tomato Small(Local),2016-10-16,Kg,55.0,65.0,60.0
78615,Tomato Big(Nepali),2016-10-17,Kg,55.0,60.0,57.5
78616,Tomato Small(Local),2016-10-17,Kg,65.0,70.0,67.5
78685,Tomato Big(Nepali),2016-10-18,Kg,55.0,60.0,57.5
78686,Tomato Small(Local),2016-10-18,Kg,70.0,80.0,75.0
78755,Tomato Big(Nepali),2016-10-19,Kg,55.0,60.0,57.5
78756,Tomato Small(Local),2016-10-19,Kg,70.0,80.0,75.0
78825,Tomato Big(Nepali),2016-10-20,Kg,55.0,60.0,57.5
78826,Tomato Small(Local),2016-10-20,Kg,75.0,80.0,77.5
78895,Tomato Big(Nepali),2016-10-21,Kg,50.0,60.0,55.0
78896,Tomato Small(Local),2016-10-21,Kg,70.0,80.0,75.0
78965,Tomato Big(Nepali),2016-10-22,Kg,50.0,55.0,52.5
78966,Tomato Small(Local),2016-10-22,Kg,50.0,55.0,52.5
79034,Tomato Big(Nepali),2016-10-23,Kg,45.0,50.0,47.5
79035,Tomato Small(Local),2016-10-23,Kg,50.0,60.0,55.0
79104,Tomato Big(Nepali),2016-10-24,Kg,35.0,40.0,37.5
79105,Tomato Small(Local),2016-10-24,Kg,60.0,70.0,65.0
79173,Tomato Big(Nepali),2016-10-25,Kg,40.0,45.0,42.5
79174,Tomato Small(Local),2016-10-25,Kg,50.0,60.0,55.0
79241,Tomato Big(Nepali),2016-10-26,Kg,40.0,50.0,45.0
79242,Tomato Small(Local),2016-10-26,Kg,40.0,50.0,45.0
79309,Tomato Big(Nepali),2016-10-27,Kg,35.0,40.0,37.5
79310,Tomato Small(Local),2016-10-27,Kg,40.0,50.0,45.0
79377,Tomato Big(Nepali),2016-10-28,Kg,35.0,40.0,37.5
79378,Tomato Small(Local),2016-10-28,Kg,40.0,50.0,45.0
79445,Tomato Big(Nepali),2016-10-29,Kg,35.0,40.0,37.5
79446,Tomato Small(Local),2016-10-29,Kg,38.0,45.0,41.5
79513,Tomato Big(Nepali),2016-10-30,Kg,35.0,40.0,37.5
79514,Tomato Small(Local),2016-10-30,Kg,35.0,45.0,40.0
79581,Tomato Big(Nepali),2016-10-31,Kg,35.0,40.0,37.5
79582,Tomato Small(Local),2016-10-31,Kg,40.0,50.0,45.0
79648,Tomato Big(Nepali),2016-11-01,Kg,35.0,40.0,37.5
79649,Tomato Small(Local),2016-11-01,Kg,40.0,50.0,45.0
79713,Tomato Big(Nepali),2016-11-02,Kg,35.0,40.0,37.5
79714,Tomato Small(Local),2016-11-02,Kg,35.0,45.0,40.0
79779,Tomato Big(Nepali),2016-11-03,Kg,35.0,40.0,37.5
79780,Tomato Small(Local),2016-11-03,Kg,35.0,45.0,40.0
79845,Tomato Big(Nepali),2016-11-04,Kg,35.0,40.0,37.5
79846,Tomato Small(Local),2016-11-04,Kg,35.0,45.0,40.0
79911,Tomato Big(Nepali),2016-11-05,Kg,35.0,40.0,37.5
79912,Tomato Small(Local),2016-11-05,Kg,30.0,40.0,35.0
79977,Tomato Big(Nepali),2016-11-06,Kg,30.0,38.0,34.0
79978,Tomato Small(Local),2016-11-06,Kg,30.0,38.0,34.0
80043,Tomato Big(Nepali),2016-11-07,Kg,35.0,40.0,37.5
80044,Tomato Small(Local),2016-11-07,Kg,30.0,40.0,35.0
80109,Tomato Big(Nepali),2016-11-08,Kg,35.0,40.0,37.5
80110,Tomato Small(Local),2016-11-08,Kg,30.0,40.0,35.0
80175,Tomato Big(Nepali),2016-11-09,Kg,35.0,40.0,37.5
80176,Tomato Small(Local),2016-11-09,Kg,30.0,40.0,35.0
80240,Tomato Big(Nepali),2016-11-10,Kg,40.0,45.0,42.5
80241,Tomato Small(Local),2016-11-10,Kg,30.0,40.0,35.0
80306,Tomato Big(Nepali),2016-11-11,Kg,35.0,40.0,37.5
80307,Tomato Small(Local),2016-11-11,Kg,35.0,40.0,37.5
80373,Tomato Big(Nepali),2016-11-12,Kg,35.0,40.0,37.5
80374,Tomato Small(Local),2016-11-12,Kg,40.0,48.0,44.0
80440,Tomato Big(Nepali),2016-11-13,Kg,35.0,40.0,37.5
80441,Tomato Small(Local),2016-11-13,Kg,30.0,40.0,35.0
80507,Tomato Big(Nepali),2016-11-14,Kg,30.0,40.0,35.0
80508,Tomato Small(Local),2016-11-14,Kg,30.0,40.0,35.0
80573,Tomato Big(Nepali),2016-11-15,Kg,30.0,40.0,35.0
80574,Tomato Small(Local),2016-11-15,Kg,30.0,40.0,35.0
80639,Tomato Big(Nepali),2016-11-16,Kg,35.0,40.0,37.5
80640,Tomato Small(Local),2016-11-16,Kg,30.0,40.0,35.0
80705,Tomato Big(Nepali),2016-11-17,Kg,35.0,40.0,37.5
80706,Tomato Small(Local),2016-11-17,Kg,25.0,35.0,30.0
80770,Tomato Big(Nepali),2016-11-18,Kg,35.0,40.0,37.5
80771,Tomato Small(Local),2016-11-18,Kg,25.0,35.0,30.0
80835,Tomato Big(Nepali),2016-11-19,Kg,35.0,40.0,37.5
80836,Tomato Small(Local),2016-11-19,Kg,25.0,30.0,27.5
80902,Tomato Big(Nepali),2016-11-20,Kg,35.0,40.0,37.5
80903,Tomato Small(Local),2016-11-20,Kg,25.0,35.0,30.0
80967,Tomato Big(Nepali),2016-11-21,Kg,40.0,45.0,42.5
80968,Tomato Small(Local),2016-11-21,Kg,25.0,35.0,30.0
81033,Tomato Big(Nepali),2016-11-22,Kg,40.0,45.0,42.5
81034,Tomato Small(Local),2016-11-22,Kg,25.0,35.0,30.0
81099,Tomato Big(Nepali),2016-11-23,Kg,40.0,45.0,42.5
81100,Tomato Small(Local),2016-11-23,Kg,30.0,40.0,35.0
81165,Tomato Big(Nepali),2016-11-24,Kg,40.0,45.0,42.5
81166,Tomato Small(Local),2016-11-24,Kg,25.0,35.0,30.0
81232,Tomato Big(Nepali),2016-11-25,Kg,35.0,40.0,37.5
81233,Tomato Small(Local),2016-11-25,Kg,30.0,40.0,35.0
81299,Tomato Big(Nepali),2016-11-26,Kg,35.0,40.0,37.5
81300,Tomato Small(Local),2016-11-26,Kg,35.0,40.0,37.5
81366,Tomato Big(Nepali),2016-11-27,Kg,40.0,45.0,42.5
81367,Tomato Small(Local),2016-11-27,Kg,30.0,40.0,35.0
81435,Tomato Big(Nepali),2016-11-28,Kg,35.0,40.0,37.5
81436,Tomato Small(Local),2016-11-28,Kg,30.0,40.0,35.0
81504,Tomato Big(Nepali),2016-11-29,Kg,35.0,40.0,37.5
81505,Tomato Small(Local),2016-11-29,Kg,30.0,40.0,35.0
81572,Tomato Big(Nepali),2016-11-30,Kg,35.0,40.0,37.5
81573,Tomato Small(Local),2016-11-30,Kg,30.0,40.0,35.0
81641,Tomato Big(Nepali),2016-12-01,Kg,35.0,40.0,37.5
81642,Tomato Small(Local),2016-12-01,Kg,25.0,35.0,30.0
81711,Tomato Big(Nepali),2016-12-02,Kg,35.0,40.0,37.5
81712,Tomato Small(Local),2016-12-02,Kg,25.0,35.0,30.0
81781,Tomato Big(Nepali),2016-12-03,Kg,35.0,40.0,37.5
81782,Tomato Small(Local),2016-12-03,Kg,28.0,35.0,31.5
81851,Tomato Big(Nepali),2016-12-04,Kg,35.0,40.0,37.5
81852,Tomato Small(Local),2016-12-04,Kg,25.0,35.0,30.0
81921,Tomato Big(Nepali),2016-12-05,Kg,35.0,40.0,37.5
81922,Tomato Small(Local),2016-12-05,Kg,25.0,35.0,30.0
81992,Tomato Big(Nepali),2016-12-06,Kg,35.0,40.0,37.5
81993,Tomato Small(Local),2016-12-06,Kg,25.0,35.0,30.0
82063,Tomato Big(Nepali),2016-12-07,Kg,35.0,40.0,37.5
82064,Tomato Small(Local),2016-12-07,Kg,30.0,40.0,35.0
82134,Tomato Big(Nepali),2016-12-08,Kg,30.0,35.0,32.5
82135,Tomato Small(Local),2016-12-08,Kg,30.0,40.0,35.0
82205,Tomato Big(Nepali),2016-12-09,Kg,35.0,40.0,37.5
82206,Tomato Small(Local),2016-12-09,Kg,30.0,40.0,35.0
82276,Tomato Big(Nepali),2016-12-10,Kg,35.0,40.0,37.5
82277,Tomato Small(Local),2016-12-10,Kg,35.0,40.0,37.5
82347,Tomato Big(Nepali),2016-12-11,Kg,35.0,40.0,37.5
82348,Tomato Small(Local),2016-12-11,Kg,30.0,40.0,35.0
82418,Tomato Big(Nepali),2016-12-12,Kg,30.0,40.0,35.0
82419,Tomato Small(Local),2016-12-12,Kg,30.0,40.0,35.0
82489,Tomato Big(Nepali),2016-12-13,Kg,35.0,40.0,37.5
82490,Tomato Small(Local),2016-12-13,Kg,30.0,40.0,35.0
82560,Tomato Big(Nepali),2016-12-14,Kg,35.0,40.0,37.5
82561,Tomato Small(Local),2016-12-14,Kg,30.0,35.0,32.5
82631,Tomato Big(Nepali),2016-12-15,Kg,35.0,40.0,37.5
82632,Tomato Small(Local),2016-12-15,Kg,30.0,35.0,32.5
82702,Tomato Big(Nepali),2016-12-16,Kg,35.0,40.0,37.5
82703,Tomato Small(Local),2016-12-16,Kg,28.0,35.0,31.5
82773,Tomato Big(Nepali),2016-12-17,Kg,28.0,32.0,30.0
82774,Tomato Small(Local),2016-12-17,Kg,30.0,35.0,32.5
82844,Tomato Big(Nepali),2016-12-18,Kg,35.0,40.0,37.5
82845,Tomato Small(Local),2016-12-18,Kg,30.0,40.0,35.0
82915,Tomato Big(Nepali),2016-12-19,Kg,35.0,40.0,37.5
